run,step,n,bad,水面_psnr,水面_ssim,水面_lpips,水面_texratio,建築_psnr,建築_ssim,建築_lpips,建築_texratio
uniform25m_24k_b12,24000,70488,False,33.101930379867554,0.9520684406161308,0.24340563733130693,0.1412619163083066,18.368213295936584,0.4522150382399559,0.831368513405323,0.15086394353736532
v1clean_24k_b12,24000,77089,False,32.2347252368927,0.9515622034668922,0.24308363441377878,0.1287431974550233,18.13468360900879,0.43839727342128754,0.8254287093877792,0.144507971949066
