> ⛔ **2026-09-13 重驗後仍不可用。**
> 收割期實驗的逐列資料；舊資料集年代 => 作廢。
> 現行權威：`../研究總覽_v2.md`。

date,run,block,psnr,ssim,lpips
2026-05-21,ADMM_v2_RTG_mc_aerial_sh2_trim,17,26.59498405456543,0.7074299454689026,0.4541907012462616
2026-05-21,ADMM_v2_RTG_mc_aerial_sh2_trim,18,28.206222534179688,0.7586403489112854,0.4112664759159088
2026-05-21,ADMM_v2_RTG_mc_aerial_sh2_trim,19,25.661067962646484,0.7484442591667175,0.39141443371772766
2026-05-21,ADMM_v2_RTG_mc_aerial_sh2_trim,2,25.606374740600586,0.7815653681755066,0.3615599274635315
2026-05-21,ADMM_v2_RTG_mc_aerial_sh2_trim,20,23.02982521057129,0.7051962018013,0.6074073314666748
2026-05-21,ADMM_v2_RTG_mc_aerial_sh2_trim,21,24.393932342529297,0.6622499823570251,0.645707905292511
2026-05-21,ADMM_v2_RTG_mc_aerial_sh2_trim,22,22.626779556274414,0.6542755365371704,0.6550412178039551
2026-05-21,ADMM_v2_RTG_mc_aerial_sh2_trim,23,23.104921340942383,0.6946299076080322,0.5742759704589844
2026-05-21,ADMM_v2_RTG_mc_aerial_sh2_trim,24,25.366825103759766,0.7185845971107483,0.49091723561286926
2026-05-21,ADMM_v2_RTG_mc_aerial_sh2_trim,3,20.798994064331055,0.6916036605834961,0.5027409791946411
2026-05-21,ADMM_v2_RTG_mc_aerial_sh2_trim,4,26.56715965270996,0.7514345645904541,0.4365249276161194
2026-05-21,ADMM_v2_RTG_mc_aerial_sh2_trim,5,23.218433380126953,0.6819472908973694,0.6072165369987488
2026-05-21,ADMM_v2_RTG_mc_aerial_sh2_trim,6,23.455068588256836,0.6359781622886658,0.6527227163314819
2026-05-21,ADMM_v2_RTG_mc_aerial_sh2_trim,7,21.96575355529785,0.6656220555305481,0.41191259026527405
2026-05-21,ADMM_v2_RTG_mc_aerial_sh2_trim,8,20.782686233520508,0.6179522275924683,0.5206979513168335
2026-05-21,ADMM_v2_RTG_mc_aerial_sh2_trim,9,26.493986129760742,0.8533579707145691,0.28986483812332153
2026-06-06,PathB_admm_67,6,23.650299072265625,0.6381511092185974,0.6429315209388733
2026-06-06,PathB_admm_67,7,22.176177978515625,0.672504186630249,0.4025386869907379
2026-05-09,RTG_mc_aerial_coarse_sh2,,20.393848419189453,0.6106916666030884,0.6774778366088867
2026-05-09,RTG_mc_aerial_sh2_trim24,0,,,
2026-05-10,RTG_mc_aerial_sh2_trim24,1,,,
2026-05-10,RTG_mc_aerial_sh2_trim24,2,,,
2026-05-10,RTG_mc_aerial_sh2_trim24,4,,,
2026-05-11,RTG_mc_aerial_sh2_trim24,5,,,
2026-05-12,RTG_mc_aerial_sh2_trim24,6,,,
2026-05-12,RTG_mc_aerial_sh2_trim24,6,,,
2026-05-11,RTG_mc_aerial_sh2_trim24,6,,,
2026-05-12,RTG_mc_aerial_sh2_trim24,7,,,
2026-05-12,RTG_mc_aerial_sh2_trim24,7,,,
2026-05-17,RTG_mc_no_ADDM_aerial_sh2_trim,0,27.1995792388916,0.7245550751686096,0.5752843618392944
2026-05-17,RTG_mc_no_ADDM_aerial_sh2_trim,1,25.710445404052734,0.7293906807899475,0.5609180331230164
2026-05-18,RTG_mc_no_ADDM_aerial_sh2_trim,10,22.621295928955078,0.662853479385376,0.6441292762756348
2026-05-18,RTG_mc_no_ADDM_aerial_sh2_trim,11,20.467849731445312,0.5874713063240051,0.7912416458129883
2026-05-18,RTG_mc_no_ADDM_aerial_sh2_trim,12,22.80031967163086,0.6314752697944641,0.6002042293548584
2026-05-18,RTG_mc_no_ADDM_aerial_sh2_trim,13,22.289113998413086,0.6216022372245789,0.5666202306747437
2026-05-18,RTG_mc_no_ADDM_aerial_sh2_trim,14,20.2696533203125,0.5926739573478699,0.6366697549819946
2026-05-18,RTG_mc_no_ADDM_aerial_sh2_trim,15,29.17439842224121,0.8095400929450989,0.3591000437736511
2026-05-18,RTG_mc_no_ADDM_aerial_sh2_trim,16,23.71047019958496,0.6743001937866211,0.5033513307571411
2026-05-19,RTG_mc_no_ADDM_aerial_sh2_trim,17,26.61641502380371,0.7066964507102966,0.4579886198043823
2026-05-19,RTG_mc_no_ADDM_aerial_sh2_trim,18,28.265260696411133,0.7586886286735535,0.41304394602775574
2026-05-19,RTG_mc_no_ADDM_aerial_sh2_trim,19,25.54806900024414,0.7452405095100403,0.39548730850219727
2026-05-17,RTG_mc_no_ADDM_aerial_sh2_trim,2,25.531497955322266,0.7801258563995361,0.3658536374568939
2026-05-19,RTG_mc_no_ADDM_aerial_sh2_trim,20,22.92623519897461,0.7046287059783936,0.6126005053520203
2026-05-19,RTG_mc_no_ADDM_aerial_sh2_trim,21,24.401639938354492,0.6622019410133362,0.6483013033866882
