run,step,n,bad,水面_psnr,水面_ssim,水面_lpips,水面_texratio,建築_psnr,建築_ssim,建築_lpips,建築_texratio
aggr24k_b12,24000,77616,False,29.648945808410645,0.9115625083446502,0.3003359518945217,0.12496254548711727,18.315201568603516,0.45460022389888766,0.7972862720489502,0.17044388239666972
b12_cap2m_reg000_exact,29999,2000000,False,30.836200141906737,0.9126688718795777,0.29174365252256396,0.2064101487332326,18.928229904174806,0.5060714453458786,0.6290016531944275,0.30243476651420376
oreg_0p002_b12,29999,1000000,False,30.47592945098877,0.9121551275253296,0.3168152064085007,0.17696082837185562,18.900586128234863,0.5024636536836624,0.6945644319057465,0.26292264280640687
