run,step,n,bad,水面_psnr,水面_ssim,水面_lpips,水面_texratio,建築_psnr,建築_ssim,建築_lpips,建築_texratio
v1clean_24k_b12,24000,77089,False,32.2347252368927,0.9515622034668922,0.24308363441377878,0.1287431974550233,18.13468360900879,0.43839727342128754,0.8254287093877792,0.144507971949066
b12_cap2m_reg000_exact,60000,1799999,False,34.15776181221008,0.9518964663147926,0.2373655829578638,0.25654397956836084,19.69249176979065,0.5333320274949074,0.5658670738339424,0.39272420972664157
